id;activite_soumise;adresse;nom;dep;bar_tabac;bureau_tabac;cave_cigare;tabac_presse;services;telephone;dep_name
61;buraliste;29 RUE PONT NEUF 75001 PARIS VOIR LE PLAN;COMPTOIR SAINT-HONORÉ;75;0;1;1;0;bar & cigares & cave à cigares & cigarettes électroniques & parking & tabac à pipe & articles pour fumeurs & articles pour vapoteurs & ;01 44 76 00 02;Paris
62;buraliste;55 AVENUE LA MOTTE PICQUET 75015 PARIS VOIR LE PLAN;LA CAROTTE MOTTE PICQUET;75;0;1;1;0;fdj & cigares & cave à cigares & cigarettes électroniques & pile & tabac à pipe & articles pour fumeurs & articles pour vapoteurs & ;09 71 21 82 53;Paris
63;buraliste;5 RUE MIROMESNIL 75008 PARIS VOIR LE PLAN;TABAC ELYSÉE;75;0;1;1;0;fdj & cigares & pmu & cigarettes électroniques & cave à cigares & carte postale & ticket de transport & stylo & ;01 40 17 99 49;Paris
64;buraliste;2 AVENUE PORTE DIDOT 75014 PARIS VOIR LE PLAN;TABAC DAI;75;0;1;0;1;presse & tabac à pipe & fdj & articles pour vapoteurs & articles pour fumeurs & timbre poste & timbres fiscaux & timbre amende & ;01 83 06 03 32;Paris
65;buraliste;BT 1 8 PLACE PORTE DE ST CLOUD 75016 PARIS VOIR LE PLAN;TABAC GLAB;75;0;1;0;0;"";01 40 50 74 65;Paris
66;buraliste;44 RUE DOCT ROUX 75015 PARIS VOIR LE PLAN;AU JEAN BART;75;0;1;0;0;mondial relay & ;01 47 34 09 50;Paris
67;buraliste;33 RUE LAMARTINE 75009 PARIS VOIR LE PLAN;LE FONTENOY MA KWOK DRONK;75;0;1;0;1;presse & cigares & brasserie & cigarettes électroniques & bar & articles pour fumeurs & fdj & articles pour vapoteurs & ;01 42 81 25 04;Paris
68;buraliste;242 BOULEVARD VILLETTE 75019 PARIS VOIR LE PLAN;TABAC STALINGRAD BAKOL MIKOL KOL;75;0;1;0;0;"";01 40 16 45 93;Paris
69;buraliste;50 RUE MARX DORMOY 75018 PARIS VOIR LE PLAN;LA COMÈTE;75;0;1;0;0;"";01 48 34 88 01;Paris
70;buraliste;70 RUE ENTREPRENEURS 75015 PARIS VOIR LE PLAN;TABAC LE VILLAGE;75;0;1;0;0;"";01 83 06 79 53;Paris
71;buraliste;395 RUE PYRNES 75020 PARIS VOIR LE PLAN;TABAC DES PYRENEES;75;0;1;0;0;"";01 46 36 66 50;Paris
72;buraliste;5 AVENUE SUFFREN 75007 PARIS VOIR LE PLAN;TABAC LE CASTEL;75;0;1;1;0;fdj & cigares & cave à cigares & timbre poste & ticket de transport & timbres fiscaux & timbre amende & carte postale & ;01 71 24 14 47;Paris
73;buraliste;A1 A 0 10 PLACE PINEL 75013 PARIS VOIR LE PLAN;TABAC-PRESSE;75;0;1;1;1;fdj & presse & pmu & cigares & cave à cigares & cigarettes électroniques & ticket de transport & carte d'anniversaire & ;01 45 83 52 98;Paris
74;buraliste;1 BIS QUAI FLEURS 75004 PARIS VOIR LE PLAN;TABAC DU PONT;75;0;1;0;0;"";01 43 29 44 49;Paris
75;buraliste;53 AVENUE SGUR 75007 PARIS VOIR LE PLAN;AUX MINISTÈRES;75;0;1;0;0;"";01 47 34 50 42;Paris
76;buraliste;69 RUE ST LAZARE 75009 PARIS VOIR LE PLAN;CIVETTE TRINITÉ;75;0;1;1;0;fdj & cigares & pmu & cigarettes électroniques & cave à cigares & tabac à pipe & parking & articles pour fumeurs & ;01 49 95 07 45;Paris
77;buraliste;51 RUE LA JONQUIRE 75017 PARIS VOIR LE PLAN;DAYI XIA;75;0;1;0;0;"";01 73 74 48 46;Paris
78;buraliste;54 BOULEVARD SBASTOPOL 75003 PARIS VOIR LE PLAN;LA CANOPEE CAFE;75;0;1;0;0;"";01 42 78 49 35;Paris
79;buraliste;38 RUE JOINVILLE 75019 PARIS VOIR LE PLAN;LA CADRE NOIR;75;0;1;1;0;fdj & cigares & cave à cigares & cigarettes électroniques & tabac à pipe & articles pour fumeurs & articles pour vapoteurs & timbre poste & ;01 40 37 02 34;Paris
80;buraliste;19 RUE RAMBUTEAU 75004 PARIS VOIR LE PLAN;LE OKEN;75;0;1;0;0;"";01 42 72 24 57;Paris
81;buraliste;45 RUE AMSTERDAM 75008 PARIS VOIR LE PLAN;TABAC LE LIÈGE;75;0;1;0;0;"";01 42 81 05 14;Paris
82;buraliste;165 AVENUE MAINE 75014 PARIS VOIR LE PLAN;LAURENT ON;75;0;1;0;0;"";01 45 39 47 16;Paris
83;buraliste;147 RUE FBG ST ANTOINE 75011 PARIS VOIR LE PLAN;LE BALTO MELLE DIMANCHE BAR TABAC;75;0;1;0;0;"";01 43 43 32 72;Paris
84;buraliste;14 RUE MONTMARTRE 75001 PARIS VOIR LE PLAN;LE ST EUSTACHE;75;1;1;0;0;bar-tabac & pmu & ;01 42 36 08 93;Paris
85;buraliste;50 RUE CHERCHE MIDI 75006 PARIS VOIR LE PLAN;CHERCHE MIDI PRESSE;75;0;1;0;0;"";01 42 22 57 31;Paris
86;buraliste;118 BOULEVARD BERTHIER 75017 PARIS VOIR LE PLAN;TABAC LE VOLTIGEUR;75;0;1;0;0;"";01 43 80 20 60;Paris
187;buraliste;66 RUE CLAUDE BERNARD 75005 PARIS VOIR LE PLAN;WONG CHI-YIN;75;0;1;0;0;"";01 43 31 21 83;Paris
87;buraliste;29 AVENUE PORTE DE VITRY 75013 PARIS VOIR LE PLAN;LJT SNC;75;0;1;1;0;cave à cigares & cigares & tabac à pipe & pile & articles pour fumeurs & articles pour vapoteurs & timbre poste & timbres fiscaux & ;01 45 83 97 32;Paris
88;buraliste;164 RUE ROQUETTE 75011 PARIS VOIR LE PLAN;LA ROYALE CIVETTE;75;0;1;0;0;"";01 43 79 56 72;Paris
89;buraliste;33 RUE CHAUSSE DANTIN 75009 PARIS VOIR LE PLAN;LE VISIR;75;0;1;0;0;"";01 44 63 26 06;Paris
90;buraliste;108 RUE DIDOT 75014 PARIS VOIR LE PLAN;MICHEL BOUQUET;75;0;1;0;0;"";01 45 41 20 65;Paris
91;buraliste;118 RUE LA BOTIE 75008 PARIS VOIR LE PLAN;CAFÉ LE MONTE CARLO;75;0;1;0;0;"";01 43 59 15 04;Paris
92;buraliste;1 RUE CHOISEUL 75002 PARIS VOIR LE PLAN;LE FONTENOY;75;0;1;1;0;cave à cigares & cigares & bar & cigarettes électroniques & brasserie & articles pour fumeurs & fdj & timbre poste & ;09 80 72 20 82;Paris
93;buraliste;178 AVENUE VICTOR HUGO 75116 PARIS VOIR LE PLAN;TABAC LAMARTINE;75;0;1;0;0;"";01 45 05 58 04;Paris
94;buraliste;73 BOULEVARD ST GERMAIN 75005 PARIS VOIR LE PLAN;TABAC ILONA;75;0;1;0;0;"";09 50 01 35 55;Paris
95;buraliste;BT 1 89 RUE ST DENIS 75001 PARIS VOIR LE PLAN;MACHI MACHI PARIS;75;0;1;0;0;"";01 40 20 04 64;Paris
96;buraliste;22 AVENUE LA BOURDONNAIS 75007 PARIS VOIR LE PLAN;TABAC EIFFEL;75;0;1;0;0;"";01 44 17 97 29;Paris
97;buraliste;75 RUE RAUMUR 75002 PARIS VOIR LE PLAN;LE BALTO;75;0;1;0;0;"";01 71 20 18 87;Paris
98;buraliste;17 RUE BOURGOGNE 75007 PARIS VOIR LE PLAN;L'ASSEMBLÉE;75;0;1;0;0;"";01 40 60 11 30;Paris
99;buraliste;40 RUE MONGE 75005 PARIS VOIR LE PLAN;FABRICE CHEN;75;0;1;0;0;jeux de grattage & jeux de tirage & timbre poste & ;01 43 54 86 95;Paris
100;buraliste;42 RUE BEAUJON 75008 PARIS VOIR LE PLAN;CIVETTE WAGRAM;75;0;1;1;1;fdj & presse & pmu & cigares & cave à cigares & cigarettes électroniques & ticket de transport & stylo & ;01 45 72 47 78;Paris
101;buraliste;125 AVENUE SIMON BOLIVAR 75019 PARIS VOIR LE PLAN;CIVETTE BOLIVARD;75;0;1;0;0;"";01 42 39 89 82;Paris
102;buraliste;14 RUE PONCELET 75017 PARIS VOIR LE PLAN;LA CIVETTE PONCE;75;0;1;1;1;fdj & presse & pmu & cigares & cave à cigares & cigarettes électroniques & ticket de transport & carte d'anniversaire & ;09 67 55 75 10;Paris
103;buraliste;17 BOULEVARD MONTMARTRE 75002 PARIS VOIR LE PLAN;HERVÉ ZHU ZHENGGU;75;0;1;0;0;accès handicapé & fdj & ;01 42 96 55 94;Paris
104;buraliste;9 BIS BOULEVARD POISSONNIRE 75002 PARIS VOIR LE PLAN;LE NOUVEAU SULTAN;75;0;1;1;0;fdj & cigares & cave à cigares & cigarettes électroniques & tabac à pipe & articles pour fumeurs & timbre poste & timbres fiscaux & ;01 42 33 40 20;Paris
105;buraliste;20 RUE CAUCHY 75015 PARIS VOIR LE PLAN;LE COMPTOIR DU PARC;75;0;1;0;0;"";01 40 60 19 00;Paris
106;buraliste;56 RUE JACQUES HILLAIRET 75012 PARIS VOIR LE PLAN;ATHÉNA;75;0;1;0;1;fdj & presse & pmu & papeterie & ;01 43 44 32 28;Paris
107;buraliste;BT 1 52 RUE ALOUETTES 75019 PARIS VOIR LE PLAN;MADAME ALICE HAND;75;0;1;0;0;"";09 64 27 52 00;Paris
108;buraliste;35 AVENUE PORTE DE CHOISY 75013 PARIS VOIR LE PLAN;TABAC DES SPORTS;75;0;1;0;0;"";09 83 61 91 88;Paris
109;buraliste;49 RUE GAT 75014 PARIS VOIR LE PLAN;LI;75;0;1;0;0;"";01 43 27 32 01;Paris
110;buraliste;161 RUE ST JACQUES 75005 PARIS VOIR LE PLAN;LE NICOT LATIN;75;0;1;0;0;"";01 43 54 49 77;Paris
111;buraliste;72 BOULEVARD STRASBOURG 75010 PARIS VOIR LE PLAN;TABAC DE L'EST;75;0;1;0;0;fdj & cigares & bar & cigarettes électroniques & articles pour fumeurs & articles pour vapoteurs & timbre poste & timbres fiscaux & ;01 42 09 72 40;Paris
112;buraliste;63 AVENUE GRANDE ARME 75116 PARIS VOIR LE PLAN;LE XVI;75;0;1;0;0;"";01 45 00 55 40;Paris
113;buraliste;78 RUE SEINE 75006 PARIS VOIR LE PLAN;TAN FRANÇOISE;75;0;1;0;0;"";01 43 54 68 11;Paris
114;buraliste;PLACE MADELEINE 75008 PARIS VOIR LE PLAN;KIOSQUE THÉÂTRE;75;0;1;0;0;"";"";Paris
115;buraliste;75 RUE PATAY 75013 PARIS VOIR LE PLAN;LE TABAC DE PATAY;75;0;1;1;1;fdj & cigares & pmu & cigarettes électroniques & cave à cigares & confiseries & presse & tabac à pipe & ;01 53 60 26 11;Paris
116;buraliste;179 AVENUE VERSAILLES 75016 PARIS VOIR LE PLAN;VAPPIE;75;0;1;0;0;cigarettes électroniques & articles pour vapoteurs & ;01 46 51 62 78;Paris
117;buraliste;2 AVENUE PORTE BRUNET 75019 PARIS VOIR LE PLAN;LA CIVETTE BRUNET WANG PASCAL;75;0;1;0;0;"";"";Paris
118;buraliste;27 AVENUE TRUDAINE 75009 PARIS VOIR LE PLAN;LES PTITS GROS;75;0;1;0;0;"";09 53 94 01 31;Paris
119;buraliste;3 AVENUE PORTE DAUBERVILLIERS 75018 PARIS VOIR LE PLAN;L'ESQUIROL;75;0;1;0;0;fdj & accès handicapé & parking & ;01 42 05 29 19;Paris
120;buraliste;2 BOULEVARD DAVOUT 75020 PARIS VOIR LE PLAN;AU BON COIN J&C;75;0;1;0;0;"";"";Paris
121;buraliste;187 RUE FAUBOURG ST HONOR 75008 PARIS VOIR LE PLAN;LE SAINT-CLAUDE;75;0;1;0;0;bar & cigares & fdj & cigarettes électroniques & pmu & tabac à pipe & parking & articles pour fumeurs & ;01 45 61 16 64;Paris
122;buraliste;BT A 93 RUE AVRON 75020 PARIS VOIR LE PLAN;LE NARVAL;75;0;1;0;0;bar & cigares & fdj & cigarettes électroniques & pmu & tabac à pipe & ticket de transport & articles pour fumeurs & ;01 43 73 38 58;Paris
123;buraliste;229 RUE VAUGIRARD 75015 PARIS VOIR LE PLAN;LE THERMIDOR;75;0;1;1;0;bar & cigares & brasserie & cigarettes électroniques & fdj & tabac à pipe & cave à cigares & articles pour fumeurs & ;01 47 34 62 91;Paris
124;buraliste;88 BIS AVENUE PARMENTIER 75011 PARIS VOIR LE PLAN;TABAC PARISTAR;75;0;1;0;0;"";01 43 14 08 02;Paris
125;buraliste;54 RUE BAGNOLET 75020 PARIS VOIR LE PLAN;TABAC KRYS;75;0;1;0;0;"";01 43 70 58 64;Paris
126;buraliste;LE TRIPLE 8 157 RUE CHARENTON 75012 PARIS VOIR LE PLAN;LE TRIPLE 8;75;0;1;0;0;"";01 43 43 21 16;Paris
127;buraliste;21 BOULEVARD BRUNE 75014 PARIS VOIR LE PLAN;LE MARENGO;75;0;1;0;0;fdj & ;01 45 39 93 35;Paris
128;buraliste;150 RUE ST DENIS 75002 PARIS VOIR LE PLAN;OURK CHHEAN MENG;75;0;1;1;0;fdj & cigares & cave à cigares & cigarettes électroniques & ticket de transport & pile & tabac à pipe & articles pour fumeurs & ;09 64 37 35 88;Paris
129;buraliste;68 AVENUE DAUMESNIL 75012 PARIS VOIR LE PLAN;LES ARCADES;75;0;1;1;1;presse & timbre poste & bar & timbres fiscaux & brasserie & timbre amende & cave à cigares & papeterie & ;01 43 41 54 60;Paris
130;buraliste;4 BOULEVARD MAGENTA 75010 PARIS VOIR LE PLAN;TABAC DE LA BOURSE;75;0;1;0;0;bar & cigares & brasserie & cigarettes électroniques & fdj & pile & ticket de transport & tabac à pipe & ;06 18 71 77 48;Paris
131;buraliste;27 RUE LYON 75012 PARIS VOIR LE PLAN;ZHENG JIANHU;75;0;1;0;0;"";01 43 43 27 97;Paris
132;buraliste;18 RUE OBERKAMPF 75011 PARIS VOIR LE PLAN;LE BALTO;75;0;1;0;0;"";01 47 00 25 40;Paris
133;buraliste;5 RUE GODOT DE MAUROY 75009 PARIS VOIR LE PLAN;CIGARIUM;75;0;1;0;0;"";01 44 51 97 87;Paris
134;buraliste;29 RUE TRISTAN TZARA 75018 PARIS VOIR LE PLAN;TABAC CITÉ DE LA PRESSE;75;0;1;0;0;"";"";Paris
188;buraliste;93 RUE PASCAL 75013 PARIS VOIR LE PLAN;CAFÉ NOISETTE;75;0;1;0;0;"";01 43 36 29 87;Paris
135;buraliste;9 AVENUE SECRTAN 75019 PARIS VOIR LE PLAN;LE CALUMET;75;0;1;0;0;fdj & cigares & pmu & cigarettes électroniques & ticket de transport & pile & tabac à pipe & articles pour fumeurs & ;01 42 49 00 72;Paris
136;buraliste;104 RUE OBERKAMPF 75011 PARIS VOIR LE PLAN;PSR;75;0;1;0;0;"";09 82 22 87 28;Paris
137;buraliste;55 RUE BLANCHE 75009 PARIS VOIR LE PLAN;LE BALLU;75;0;1;0;0;bar & cigares & brasserie & cigarettes électroniques & fdj & articles pour fumeurs & ticket de transport & timbre poste & ;01 42 81 13 90;Paris
138;buraliste;6 RUE RACINE 75006 PARIS VOIR LE PLAN;TABAC DE FRANCE-LA CIVETTE;75;0;1;0;0;"";06 17 51 48 36;Paris
139;buraliste;206 RUE GRENELLE 75007 PARIS VOIR LE PLAN;TABAC DE GRENELLE;75;0;1;0;0;"";01 45 33 71 96;Paris
140;buraliste;73 AVENUE BOSQUET 75007 PARIS VOIR LE PLAN;TABAC BOSQUET;75;0;1;0;0;"";01 43 06 40 26;Paris
141;buraliste;27 AVENUE GOBELINS 75013 PARIS VOIR LE PLAN;LE TABARIUM;75;0;1;0;0;"";01 71 73 55 33;Paris
142;buraliste;68 RUE LA BOTIE 75008 PARIS VOIR LE PLAN;TABAC SAINT PIERRE DU ROULE;75;0;1;0;0;"";01 45 63 12 18;Paris
143;buraliste;43 RUE BRETAGNE 75003 PARIS VOIR LE PLAN;LE LUTETIA;75;0;1;0;0;"";01 42 72 62 36;Paris
144;buraliste;6 RUE CHAMBERTIN 75012 PARIS VOIR LE PLAN;TABAC LE BERCY;75;0;1;0;0;fdj & ;"";Paris
145;buraliste;140 RUE AMELOT 75011 PARIS VOIR LE PLAN;EJG;75;0;1;0;0;"";06 03 19 06 59;Paris
146;buraliste;4 RUE BENJAMIN FRANKLIN 75116 PARIS VOIR LE PLAN;PAGNIER MAURY;75;0;1;0;0;"";01 45 03 38 18;Paris
147;buraliste;4 PLACE CLICHY 75009 PARIS VOIR LE PLAN;CHIC;75;0;1;0;0;"";01 48 74 67 56;Paris
148;buraliste;41 AVENUE GN LECLERC 75014 PARIS VOIR LE PLAN;TABAC DES CATACOMBES;75;0;1;0;0;"";01 43 22 35 11;Paris
149;buraliste;9 RUE CHABROL 75010 PARIS VOIR LE PLAN;LE DERBY;75;0;1;0;0;"";01 83 06 15 07;Paris
150;buraliste;7 RUE ELSA MORANTE 75013 PARIS VOIR LE PLAN;ALSANZ;75;0;1;0;1;presse & cigares & cigarettes électroniques & tabac à pipe & articles pour fumeurs & articles pour vapoteurs & timbre poste & timbres fiscaux & ;01 44 24 04 42;Paris
151;buraliste;PLACE 11 NOVEMBRE 1918 75010 PARIS VOIR LE PLAN;RELAY PARIS EST HAPPY RELAY FRANCE;75;0;1;0;0;cigares & cigarettes électroniques & tabac à pipe & articles pour fumeurs & articles pour vapoteurs & timbre poste & carte postale & stylo & ;01 44 72 92 00;Paris
152;buraliste;66 RUE BELLEVILLE 75020 PARIS VOIR LE PLAN;LE BACCARA;75;0;1;1;0;bar & cigares & fdj & cigarettes électroniques & pmu & pile & cave à cigares & tabac à pipe & ;01 46 36 59 38;Paris
153;buraliste;64 RUE SEINE 75006 PARIS VOIR LE PLAN;HAMON GRÉGORY;75;0;1;0;0;"";01 44 07 28 80;Paris
154;buraliste;16 RUE ETIENNE MARCEL 75002 PARIS VOIR LE PLAN;NEWCO VAPE;75;0;1;0;0;"";01 40 28 98 15;Paris
155;buraliste;6 AVENUE DOCT ARNOLD NETTER 75012 PARIS VOIR LE PLAN;AMRA SARL;75;0;1;0;0;"";09 53 35 34 34;Paris
156;buraliste;17 RUE FRANOIS MIRON 75004 PARIS VOIR LE PLAN;LA TABATIERE DU MARAIS;75;0;1;0;0;"";01 42 78 18 46;Paris
157;buraliste;4 RUE ARCADE 75008 PARIS VOIR LE PLAN;LE LOTUS;75;0;1;1;0;cave à cigares & confiseries & tabac à pipe & cigares & timbres fiscaux & articles pour fumeurs & timbres amende & timbres poste & ;01 42 65 35 36;Paris
158;buraliste;34 RUE TOLBIAC 75013 PARIS VOIR LE PLAN;TABAC TOLBIAC;75;0;1;0;1;presse & fdj & pmu & ;01 45 86 77 17;Paris
159;buraliste;15 AVENUE RAPP 75007 PARIS VOIR LE PLAN;LUC DU;75;0;1;0;0;pmu & ;01 47 05 33 89;Paris
160;buraliste;46 RUE PASTOURELLE 75003 PARIS VOIR LE PLAN;LE SAVOIE JACK BALY SNC;75;0;1;0;0;"";01 48 87 13 45;Paris
161;buraliste;BT 1 96 BOULEVARD DIDEROT 75012 PARIS VOIR LE PLAN;LE TOTEM;75;0;1;0;0;"";09 61 31 10 14;Paris
162;buraliste;26 RUE ORSEL 75018 PARIS VOIR LE PLAN;TABAC DU SACRÉ COEUR;75;0;1;0;0;"";01 49 25 32 75;Paris
163;buraliste;2 RUE MYRHA 75018 PARIS VOIR LE PLAN;MALGORZATA MIKOLAJCZYK;75;0;1;0;0;"";01 42 52 66 83;Paris
164;buraliste;152 BIS AVENUE DAUMESNIL 75012 PARIS VOIR LE PLAN;CAFÉ IN;75;0;1;0;0;bar & cigares & fdj & cigarettes électroniques & brasserie & tabac à pipe & articles pour fumeurs & articles pour vapoteurs & ;06 20 10 40 57;Paris
165;buraliste;125 RUE CAMBRONNE 75015 PARIS VOIR LE PLAN;TABAC LES FAVORITES;75;1;1;0;0;accès handicapé & loto & ouvert 7j/7 & paris sportifs & bar-tabac & ticket de transport & fdj & jeux de grattage & ;01 43 56 12 73;Paris
166;buraliste;136 AVENUE ITALIE 75013 PARIS VOIR LE PLAN;TABAC POURQUOI PAS;75;0;1;0;0;brasserie & cigares & fdj & cigarettes électroniques & pmu & timbre poste & accès handicapé & timbres fiscaux & ;01 45 80 54 51;Paris
167;buraliste;90 BOULEVARD MURAT 75016 PARIS VOIR LE PLAN;TABAC D ALEX LE 365;75;0;1;0;0;"";"";Paris
168;buraliste;44 RUE BAC 75007 PARIS VOIR LE PLAN;MARCEL VIGUIÉ;75;0;1;0;0;"";01 45 48 14 36;Paris
169;buraliste;1 BIS RUE RAVIGNAN 75018 PARIS VOIR LE PLAN;SARAH;75;0;1;1;0;fdj & cigarettes électroniques & pmu & cigares & cave à cigares & tabac à pipe & articles pour fumeurs & timbre poste & ;01 46 06 50 00;Paris
170;buraliste;9 BIS RUE PASSY 75016 PARIS VOIR LE PLAN;J WELL;75;0;1;0;0;cigarettes électroniques & ;01 45 04 52 85;Paris
171;buraliste;BT LA TABATIERE 1 RUE MARCH ST HONOR 75001 PARIS VOIR LE PLAN;TABAC LOS HAVANOS;75;0;1;0;0;"";01 42 33 90 45;Paris
172;buraliste;A 1 0 6 RUE ORDENER 75018 PARIS VOIR LE PLAN;TARIK AOUINA;75;0;1;0;0;"";09 62 17 74 68;Paris
173;buraliste;15 BOULEVARD MASSNA 75013 PARIS VOIR LE PLAN;LE ROYAL MASSENA;75;0;1;0;0;"";"";Paris
174;buraliste;18 AVENUE BOSQUET 75007 PARIS VOIR LE PLAN;LE CAMPANELLA;75;0;1;0;0;"";01 45 55 73 15;Paris
175;buraliste;188 RUE ORDENER 75018 PARIS VOIR LE PLAN;MOOW;75;0;1;1;1;bar & presse & brasserie & cigares & fdj & cigarettes électroniques & cave à cigares & carte téléphonique & ;01 46 27 04 19;Paris
176;buraliste;BT A 24 PLACE CHARLES FILLION 75017 PARIS VOIR LE PLAN;TAB CHOP BATIGNOLE;75;0;1;0;0;"";01 42 51 85 24;Paris
177;buraliste;BOULEVARD DAVOUT 75020 PARIS VOIR LE PLAN;LA GASCOGNE TABAC;75;0;1;0;0;"";"";Paris
178;buraliste;10 RUE JEAN PIERRE TIMBAUD 75011 PARIS VOIR LE PLAN;L'ESTAMINET HE HUIXI;75;0;1;0;0;"";"";Paris
179;buraliste;32 RUE CAUMARTIN 75009 PARIS VOIR LE PLAN;SAÏD ANAYA;75;0;1;0;0;"";09 64 12 73 59;Paris
180;buraliste;18 RUE POTEAU 75018 PARIS VOIR LE PLAN;LE REINITAS SNC HJF FLORESCENCE;75;0;1;0;0;"";01 42 51 68 50;Paris
181;buraliste;95 BIS RUE LEGENDRE 75017 PARIS VOIR LE PLAN;LUTETIA;75;0;1;0;0;"";"";Paris
182;buraliste;20 RUE LITTR 75006 PARIS VOIR LE PLAN;COTE TABAC;75;0;1;0;0;"";01 45 48 00 87;Paris
183;buraliste;110 AVENUE DENFERT ROCHEREAU 75014 PARIS VOIR LE PLAN;RAAFAT BASTOROUS;75;0;1;0;0;"";09 53 24 15 44;Paris
184;buraliste;28 BOULEVARD POISSONNIRE 75009 PARIS VOIR LE PLAN;LE PETIT FUMEUR;75;0;1;0;0;"";09 80 91 91 88;Paris
